Plek,Wijk,Postcode,Plaatsnaam,Prijs,Oppervlakte,Kamers,Interieur,Link,AangebodenSinds,Beschikbaarheid,Woningtype,Bouwjaar,Parkeren,Updated,Status
Leistraat,Wittevrouwen,3572 RE,Utrecht,2595,132,8.0,Gestoffeerd,https://www.huurwoningen.nl/huren/utrecht/1323987/leistraat/,09-11-2022,Per direct,Huis,,Nee,2022-11-20,Active
Dijckmansstraat,Duinvlietbuurt,1951 GM,Velsen-Noord,1295,58,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/velsen-noord/1323984/dijckmansstraat/,09-11-2022,Per 13-12-2022,Appartement,1951.0,Ja,2022-11-20,Active
Vondelkade,Dichters- en Vogelbuurt,2106 AK,Heemstede,3600,144,6.0,Gestoffeerd,https://www.huurwoningen.nl/huren/heemstede/1323983/vondelkade/,09-11-2022,Per direct,Huis,,Ja,2022-11-20,Active
Jan van Galenstraat,Van Galenbuurt,1056 BS,Amsterdam,1850,76,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/amsterdam/1323982/jan-van-galenstraat/,09-11-2022,Per 01-12-2022,Appartement,,Ja,2022-11-20,Active
Wilhelminaplein,De Kieviet,2243 HE,Wassenaar,5800,404,10.0,Gemeubileerd,https://www.huurwoningen.nl/huren/wassenaar/1323981/wilhelminaplein/,09-11-2022,Per 02-01-2023,Huis,1928.0,Nee,2022-11-20,Active
Blasiusstraat,Weesperzijde,1091 CW,Amsterdam,1850,60,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1323980/blasiusstraat/,09-11-2022,Per 16-12-2022,Appartement,,Ja,2022-11-20,Active
Seevank,Zwanenburg West,1161 AS,Zwanenburg,2150,156,5.0,Gemeubileerd,https://www.huurwoningen.nl/huren/zwanenburg/1323979/seevank/,09-11-2022,Per 09-01-2023,Huis,,Ja,2022-11-20,Active
Jacob van Akenstraat,Het Lage Land,3067 XJ,Rotterdam,2000,92,5.0,Gemeubileerd,https://www.huurwoningen.nl/huren/rotterdam/1323976/jacob-van-akenstraat/,09-11-2022,Per direct,Appartement,1965.0,Nee,2022-11-20,Active
Dijckmansstraat,Duinvlietbuurt,1951 GM,Velsen-Noord,1250,68,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/velsen-noord/1323977/dijckmansstraat/,09-11-2022,Per 01-12-2022,Appartement,1951.0,Ja,2022-11-20,Active
Palaceplein,Haag Belgisch Park,2587 WG,Den Haag,2350,104,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/den-haag/1323975/palaceplein/,09-11-2022,Per direct,Appartement,1996.0,Ja,2022-11-20,Active
Katwijkstraat,Hoofddorppleinbuurt,1059 XP,Amsterdam,3000,130,4.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1323972/katwijkstraat/,09-11-2022,Per 22-12-2022,Appartement,,Ja,2022-11-20,Active
Sint Jacobsstraat,Burgwallen-Nieuwe Zijde,1012 NC,Amsterdam,2495,75,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1323973/sint-jacobsstraat/,09-11-2022,Per 01-12-2022,Appartement,2019.0,Nee,2022-11-20,Active
Langevelderlaan,Sancta Maria Noordwijk,2204 BB,Noordwijk,2200,120,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/noordwijk-zh/1323971/langevelderlaan/,09-11-2022,Per direct,Appartement,,Nee,2022-11-20,Active
Wijdesteeg,Burgwallen-Nieuwe Zijde,1012 RN,Amsterdam,2000,65,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1323970/wijdesteeg/,09-11-2022,Per direct,Appartement,,Ja,2022-11-20,Active
Korte Geer,Centrum-Zuidwest,2611 CA,Delft,1271,40,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/delft/1323969/korte-geer/,09-11-2022,Per 01-12-2022,Appartement,2019.0,Nee,2022-11-20,Active
Veenendaalkade,Haag Leyenburg,2547 AG,Den Haag,1450,126,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/den-haag/1323966/veenendaalkade/,09-11-2022,Per direct,Appartement,,Nee,2022-11-20,Active
Marebosjesweg,Op de Vos,6444 XL,Brunssum,1100,132,8.0,,https://www.huurwoningen.nl/huren/brunssum/1323965/marebosjesweg/,09-11-2022,Per direct,Huis,2005.0,Nee,2022-11-20,Active
Veestraat,Sanderbout,6134 VJ,Sittard,425,15,1.0,,https://www.huurwoningen.nl/huren/sittard/1323964/veestraat/,09-11-2022,Per direct,Appartement,1955.0,Nee,2022-11-20,Active
Statenlaan,Haag Statenkwartier,2582 GW,Den Haag,2150,61,,,https://www.huurwoningen.nl/huren/den-haag/1323962/statenlaan/,09-11-2022,Per direct,Appartement,,Nee,2022-11-20,Active
Weteringschans,De Weteringschans,1017 XS,Amsterdam,1950,95,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1323960/weteringschans/,09-11-2022,Per direct,Appartement,1895.0,Nee,2022-11-20,Active
Arubastraat,Westindische Buurt,1058 VD,Amsterdam,3250,131,5.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1323959/arubastraat/,09-11-2022,Per direct,Appartement,1927.0,Nee,2022-11-20,Active
Johannes Calvijnlaan,Augustinuspark,1185 BL,Amstelveen,2500,110,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amstelveen/1323958/johannes-calvijnlaan/,09-11-2022,Per direct,Appartement,2002.0,Nee,2022-11-20,Active
Nachtwachtlaan,Overtoomse Veld,1058 EL,Amsterdam,2750,106,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/amsterdam/1323957/nachtwachtlaan/,09-11-2022,Per 01-12-2022,Appartement,1974.0,Nee,2022-11-20,Active
Zuider Parallelweg,Velp-Zuid beneden spoorlijn,6882 AG,Velp,584,31,1.0,,https://www.huurwoningen.nl/huren/velp-gld/1323954/zuider-parallelweg/,09-11-2022,Per 01-12-2022,Appartement,1880.0,Nee,2022-11-20,Active
Renssenstraat,Utrechtsestraat,6811 MC,Arnhem,384,16,1.0,,https://www.huurwoningen.nl/huren/arnhem/1323953/renssenstraat/,09-11-2022,Per 01-01-2023,Appartement,1870.0,Nee,2022-11-20,Active
Spreeuwenlaan,Haag Vogelwijk,2566 ZR,Den Haag,1495,87,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/den-haag/1323951/spreeuwenlaan/,09-11-2022,Per 02-01-2023,Appartement,1900.0,Nee,2022-11-20,Active
Beeklaan,Haag Rond de Energiecentrale,2562 AE,Den Haag,2150,155,4.0,,https://www.huurwoningen.nl/huren/den-haag/1323952/beeklaan/,09-11-2022,Per direct,Appartement,1905.0,Nee,2022-11-20,Active
Steenlaan,Oud-Rijswijk,2282 BE,Rijswijk,1150,84,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/rijswijk/1323950/steenlaan/,09-11-2022,Per 15-12-2022,Appartement,,Nee,2022-11-20,Active
Merenhoef,Zandweg-Oostwaard,3601 AC,Maarssen,975,60,2.0,,https://www.huurwoningen.nl/huren/maarssen/1323949/merenhoef/,09-11-2022,Per direct,Appartement,2019.0,Nee,2022-11-20,Active
Kerklaan,Bomenbuurt,2282 CP,Rijswijk,895,80,3.0,Kaal,https://www.huurwoningen.nl/huren/rijswijk/1323948/kerklaan/,09-11-2022,Per 01-12-2022,Appartement,1921.0,Nee,2022-11-20,Active
Veenmos,Ommoord,3069 AT,Rotterdam,1400,120,3.0,,https://www.huurwoningen.nl/huren/rotterdam/1323947/veenmos/,09-11-2022,Per 23-01-2023,Huis,,Nee,2022-11-20,Active
Parallelweg,Het Ambacht,3903 BC,Veenendaal,935,63,3.0,Kaal,https://www.huurwoningen.nl/huren/veenendaal/1323944/parallelweg/,09-11-2022,Per 01-12-2022,Appartement,,Nee,2022-11-20,Active
Fuutlaan,aan den IJssel Meeuwenbuurt,2903 TS,Capelle aan den IJssel,1595,75,3.0,,https://www.huurwoningen.nl/huren/capelle-aan-den-ijssel/1323941/fuutlaan/,09-11-2022,Per 01-12-2022,Appartement,1989.0,Nee,2022-11-20,Active
Dovenetel,De Greiden,8446 SJ,Heerenveen,1145,120,5.0,Gestoffeerd,https://www.huurwoningen.nl/huren/heerenveen/1323940/dovenetel/,09-11-2022,Per 01-01-2023,Huis,1978.0,Nee,2022-11-20,Active
Kleiweg,Nieuwe Markt e.o.,2801 GD,Gouda,1450,50,2.0,,https://www.huurwoningen.nl/huren/gouda/1323937/kleiweg/,09-11-2022,Per direct,Appartement,2022.0,Nee,2022-11-20,Active
Kleiweg,Nieuwe Markt e.o.,2801 GD,Gouda,1450,50,2.0,,https://www.huurwoningen.nl/huren/gouda/1323936/kleiweg/,09-11-2022,Per direct,Appartement,2022.0,Nee,2022-11-20,Active
Wilhelminastraat,Zandberg,4818 SH,Breda,925,40,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/breda/1323933/wilhelminastraat/,09-11-2022,Per direct,Studio,,Nee,2022-11-20,Active
Gedempte Molenwijk,Centrum,8442 BG,Heerenveen,350,23,1.0,,https://www.huurwoningen.nl/huren/heerenveen/1323932/gedempte-molenwijk/,09-11-2022,Per 01-01-2023,Appartement,2017.0,Nee,2022-11-20,Active
Sjollemastraat,Midden,8442 JS,Heerenveen,285,22,1.0,,https://www.huurwoningen.nl/huren/heerenveen/1323931/sjollemastraat/,09-11-2022,Per 01-12-2022,Appartement,1979.0,Nee,2022-11-20,Active
Badweg,Centrum,8442 AH,Heerenveen,850,51,3.0,,https://www.huurwoningen.nl/huren/heerenveen/1323930/badweg/,09-11-2022,Per 01-12-2022,Huis,1920.0,Nee,2022-11-20,Active
Master Fopmawei,Jorwert,9023 AJ,Jorwert,950,73,4.0,,https://www.huurwoningen.nl/huren/jorwert/1323929/master-fopmawei/,09-11-2022,Per direct,Huis,1954.0,Nee,2022-11-20,Active
Hoogstraat,Stadsdriehoek,3011 PS,Rotterdam,1750,76,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/rotterdam/1323928/hoogstraat/,09-11-2022,Per direct,Appartement,1953.0,Nee,2022-11-20,Active
Silodam,Houthavens,1013 AS,Amsterdam,2200,83,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/amsterdam/1323927/silodam/,09-11-2022,Per 01-01-2023,Appartement,1905.0,Ja,2022-11-20,Active
Theophilusstraat,Erasmuspark,1055 CN,Amsterdam,1950,50,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1323925/theophilusstraat/,09-11-2022,Per 01-01-2023,Appartement,,Ja,2022-11-20,Active
Sloterweg,Badhoevedorp West,1171 CH,Badhoevedorp,1995,85,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/badhoevedorp/1323924/sloterweg/,09-11-2022,Per direct,Appartement,2000.0,Nee,2022-11-20,Active
Overtoom,Vondelbuurt,1054 HB,Amsterdam,2700,138,3.0,Kaal,https://www.huurwoningen.nl/huren/amsterdam/1322386/overtoom/,09-11-2022,Per 01-01-2023,Appartement,2008.0,Nee,2022-11-20,Active
Korsjespoortsteeg,Grachtengordel-West,1015 AR,Amsterdam,1395,37,1.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1323922/korsjespoortsteeg/,09-11-2022,Per 01-12-2022,Appartement,,Ja,2022-11-20,Active
Prinsengracht,Grachtengordel-West,1016 GX,Amsterdam,2250,100,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/amsterdam/1323921/prinsengracht/,09-11-2022,Per direct,Appartement,,Nee,2022-11-20,Active
Lange Brugstraat,City,4811 WR,Breda,1250,45,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/breda/1323919/lange-brugstraat/,09-11-2022,Per direct,Appartement,,Nee,2022-11-20,Active
Schrans,Huizum-Sixma,8932 NA,Leeuwarden,1250,130,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/leeuwarden/1176920/schrans/,09-11-2022,Per 01-12-2022,Appartement,,Ja,2022-11-20,Active
Parosstraat,Middelveldsche Akerpolder,1060 LP,Amsterdam,3000,250,9.0,,https://www.huurwoningen.nl/huren/amsterdam/1323917/parosstraat/,09-11-2022,Per direct,Huis,2003.0,Nee,2022-11-20,Active
Achterzeeweg,Kern Binnen Zuid,2201 EL,Noordwijk,1125,62,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/noordwijk-zh/1323916/achterzeeweg/,09-11-2022,Per 02-01-2023,Appartement,1980.0,Nee,2022-11-20,Active
Schiedamsedijk,Stadsdriehoek,3011 EP,Rotterdam,1795,85,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/rotterdam/1323913/schiedamsedijk/,09-11-2022,Per direct,Appartement,,Ja,2022-11-20,Active
Robert Baeldestraat,Kralingen West,3061 TH,Rotterdam,1650,92,4.0,Gemeubileerd,https://www.huurwoningen.nl/huren/rotterdam/1323914/robert-baeldestraat/,09-11-2022,Per direct,Appartement,1957.0,Ja,2022-11-20,Active
Hogerwoerdstraat,Kweektuinbuurt,2023 VB,Haarlem,2750,150,7.0,Gestoffeerd,https://www.huurwoningen.nl/huren/haarlem/1323912/hogerwoerdstraat/,09-11-2022,Per 06-12-2022,Huis,1914.0,Nee,2022-11-20,Active
Jaersveltstraat,Oud Charlois,3082 SC,Rotterdam,1100,85,5.0,Gestoffeerd,https://www.huurwoningen.nl/huren/rotterdam/1160702/jaersveltstraat/,09-11-2022,Per 01-12-2022,Huis,1934.0,Nee,2022-11-20,Active
Oog in 't Zeilstraat,Haag Zuidwal,2512 CC,Den Haag,1450,58,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/den-haag/1323910/oog-in-t-zeilstraat/,09-11-2022,Per 01-12-2022,Huis,,Nee,2022-11-20,Active
Brugstraat,Utrechtsestraat,6811 MB,Arnhem,600,32,1.0,Gemeubileerd,https://www.huurwoningen.nl/huren/arnhem/1323908/brugstraat/,09-11-2022,Per 01-01-2023,Appartement,1906.0,Nee,2022-11-20,Active
Schiedamseweg,Tussendijken,3025 AR,Rotterdam,1150,65,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/rotterdam/1323906/schiedamseweg/,09-11-2022,Per direct,Appartement,1952.0,Nee,2022-11-20,Active
Meeuwenweg,"Vogelweg, Meeuwenweg, Pijlstaartweg",8218 NE,Lelystad,2250,137,8.0,Gemeubileerd,https://www.huurwoningen.nl/huren/lelystad/1323905/meeuwenweg/,09-11-2022,Per 01-12-2022,Huis,1975.0,Nee,2022-11-20,Active
Zijpendaalseweg,Burgemeesterswijk,6814 CB,Arnhem,1250,100,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/arnhem/1323904/zijpendaalseweg/,09-11-2022,Per 01-12-2022,Huis,,Nee,2022-11-20,Active
Wieselse Kampweg,Wiesel Agrarisch gebied Wiesel,7345 CJ,Wenum Wiesel,875,50,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/wenum-wiesel/1323903/wieselse-kampweg/,09-11-2022,Per 01-12-2022,Huis,,Ja,2022-11-20,Active
Churchilllaan,Scharn,6226 CS,Maastricht,545,20,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/maastricht/1323902/churchilllaan/,09-11-2022,Per 01-01-2023,Kamer,,Nee,2022-11-20,Active
Barbaraplaats,Bosch Binnenstad-Centrum,5211 SK,Den Bosch,1200,77,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/den-bosch/1323897/barbaraplaats/,09-11-2022,Per 01-12-2022,Appartement,1980.0,Ja,2022-11-20,Active
Mastbosstraat,Princenhage,4813 GT,Breda,1520,97,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/breda/1323895/mastbosstraat/,09-11-2022,Per 01-12-2022,Appartement,,Ja,2022-11-20,Active
Weeshuislaan,Carré,3701 JV,Zeist,1650,96,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/zeist/1323894/weeshuislaan/,09-11-2022,Per 01-12-2022,Appartement,1996.0,Nee,2022-11-20,Active
Starkenborglaan,Voscuyl,2341 BM,Oegstgeest,3500,140,6.0,Gestoffeerd,https://www.huurwoningen.nl/huren/oegstgeest/1323893/starkenborglaan/,09-11-2022,Per 14-02-2023,Huis,1985.0,Ja,2022-11-20,Active
Prins Hendriklaan,Oranje Nassau,2341 JC,Oegstgeest,3500,189,5.0,Gemeubileerd,https://www.huurwoningen.nl/huren/oegstgeest/1323892/prins-hendriklaan/,09-11-2022,Per direct,Huis,1934.0,Nee,2022-11-20,Active
Gerard Brandtstraat,Vondelbuurt,1054 JK,Amsterdam,2100,63,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1323890/gerard-brandtstraat/,09-11-2022,Per direct,Appartement,,Nee,2022-11-20,Active
Wilhelminasingel,Weert-Centrum,6001 GV,Weert,875,71,2.0,Kaal,https://www.huurwoningen.nl/huren/weert/1323889/wilhelminasingel/,09-11-2022,Per 09-12-2022,Appartement,2020.0,Nee,2022-11-20,Active
Medusastraat,De Kooi,2315 GS,Leiden,795,25,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/leiden/1323886/medusastraat/,09-11-2022,Per 01-12-2022,Appartement,,Ja,2022-11-20,Active
Helper Brink,Helpman,9722 EE,Groningen,1075,30,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/groningen/1323887/helper-brink/,09-11-2022,Per 01-12-2022,Appartement,,Nee,2022-11-20,Active
Langegracht,Centrum ten noorden van de Vecht,3601 AH,Maarssen,2500,268,8.0,Gestoffeerd,https://www.huurwoningen.nl/huren/maarssen/1323885/langegracht/,09-11-2022,Per 01-01-2023,Huis,1706.0,Ja,2022-11-20,Active
Karel Doormanstraat,Boulevard Noord,2041 HD,Zandvoort,1850,90,4.0,Gemeubileerd,https://www.huurwoningen.nl/huren/zandvoort/1323884/karel-doormanstraat/,09-11-2022,Per direct,Appartement,,Ja,2022-11-20,Active
Wilhelminaplein,Bergen,5611 HG,Eindhoven,1595,65,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/eindhoven/1323883/wilhelminaplein/,09-11-2022,Per direct,Appartement,,Ja,2022-11-20,Active
1e Lulofsdwarsstraat,Haag Laakhaven-West,2521 AZ,Den Haag,1165,66,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/den-haag/1323881/1e-lulofsdwarsstraat/,09-11-2022,Per 01-12-2022,Appartement,,Nee,2022-11-20,Active
Kloosterdijk,Verspreide huizen,1141 PJ,Monnickendam,950,50,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/monnickendam/1323211/kloosterdijk/,09-11-2022,Per 01-12-2022,Huis,2006.0,Ja,2022-11-20,Active
Jufferkade,Stadsdriehoek,3011 VW,Rotterdam,800,35,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/rotterdam/1286635/jufferkade/,09-11-2022,Per direct,Kamer,,Ja,2022-11-20,Active
Colensostraat,De Goede Hoop,2021 BB,Haarlem,1850,110,4.0,Gemeubileerd,https://www.huurwoningen.nl/huren/haarlem/1323860/colensostraat/,09-11-2022,Per 07-02-2023,Appartement,1906.0,Nee,2022-11-20,Active
Baarsjesweg,Westindische Buurt,1058 AD,Amsterdam,2000,46,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1323880/baarsjesweg/,09-11-2022,Per 01-12-2022,Appartement,1930.0,Nee,2022-11-20,Active
Westkanaalweg,Aar Papenveer,2461 EG,Ter Aar,1600,150,5.0,Gestoffeerd,https://www.huurwoningen.nl/huren/ter-aar/1323879/westkanaalweg/,09-11-2022,Per direct,Huis,1948.0,Nee,2022-11-20,Active
Orchideestraat,Hillegersberg Zuid,3051 NL,Rotterdam,2400,110,5.0,Gestoffeerd,https://www.huurwoningen.nl/huren/rotterdam/1323878/orchideestraat/,09-11-2022,Per direct,Appartement,,Ja,2022-11-20,Active
Lange Nieuwstraat,Lange Nieuwstraat en omgeving,3512 PC,Utrecht,3250,144,4.0,Gemeubileerd,https://www.huurwoningen.nl/huren/utrecht/1323875/lange-nieuwstraat/,09-11-2022,Per 01-03-2023,Huis,1650.0,Nee,2022-11-20,Active
Heresingel,Binnenstad-Zuid,9711 EV,Groningen,950,50,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/groningen/1323873/heresingel/,09-11-2022,Per direct,Appartement,1885.0,Nee,2022-11-20,Active
Korreweg,Professorenbuurt,9714 AJ,Groningen,1400,72,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/groningen/1323874/korreweg/,09-11-2022,Per 01-12-2022,Appartement,1933.0,Nee,2022-11-20,Active
Keerweer,Cool,3012 KB,Rotterdam,1750,70,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/rotterdam/1323869/keerweer/,09-11-2022,Per direct,Appartement,1960.0,Nee,2022-11-20,Active
Henri Goovaertsweg,Villapark,6212 BX,Maastricht,1400,105,7.0,Gestoffeerd,https://www.huurwoningen.nl/huren/maastricht/1323865/henri-goovaertsweg/,09-11-2022,Per 01-01-2023,Appartement,,Ja,2022-11-20,Active
Oudemansstraat,Haag Laakkwartier-Oost,2522 SX,Den Haag,1100,75,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/den-haag/1323863/oudemansstraat/,09-11-2022,Per 01-12-2022,Appartement,,Nee,2022-11-20,Active
Boschplaat,Hoofddorp Floriande West,2134 XW,Hoofddorp,1750,120,4.0,Gemeubileerd,https://www.huurwoningen.nl/huren/hoofddorp/1323862/boschplaat/,09-11-2022,Per 01-01-2023,Huis,2002.0,Ja,2022-11-20,Active
Admiraliteitskade,Struisenburg,3063 EA,Rotterdam,1200,49,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/rotterdam/1323859/admiraliteitskade/,09-11-2022,Per direct,Appartement,,Nee,2022-11-20,Active
Dr. de Visserstraat,Centrum,2982 SC,Ridderkerk,821,63,3.0,Kaal,https://www.huurwoningen.nl/huren/ridderkerk/1323856/dr-de-visserstraat/,09-11-2022,Per 01-12-2022,Appartement,1958.0,Ja,2022-11-20,Active
Hooft Graaflandstraat,Oud Hoograven-Zuid,3525 VP,Utrecht,2150,106,6.0,Gemeubileerd,https://www.huurwoningen.nl/huren/utrecht/1323854/hooft-graaflandstraat/,09-11-2022,Per 01-01-2023,Huis,,Nee,2022-11-20,Active
Versailleslaan,Achtse Barrier-Gunterslaer,5627 LV,Eindhoven,1500,166,5.0,Gestoffeerd,https://www.huurwoningen.nl/huren/eindhoven/1323852/versailleslaan/,09-11-2022,Per direct,Huis,1975.0,Ja,2022-11-20,Active
Planetenbaan,Brandenburg,3721 LA,Bilthoven,900,48,2.0,Kaal,https://www.huurwoningen.nl/huren/bilthoven/1323847/planetenbaan/,09-11-2022,Per 01-12-2022,Appartement,,Nee,2022-11-20,Active
Hulkstraat,Oud Mathenesse,3028 VT,Rotterdam,875,67,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/rotterdam/1057275/hulkstraat/,09-11-2022,Per direct,Appartement,1950.0,Nee,2022-11-20,Active
Nachtegaalstraat,Kluis,6165 BN,Geleen,1050,100,5.0,Gestoffeerd,https://www.huurwoningen.nl/huren/geleen/1323843/nachtegaalstraat/,09-11-2022,Per direct,Huis,,Ja,2022-11-20,Active
Briljantlaan,Tolsteeg en Rotsoord,3523 CG,Utrecht,1195,68,,,https://www.huurwoningen.nl/huren/utrecht/1323840/briljantlaan/,09-11-2022,Per 01-02-2023,Appartement,1960.0,Nee,2022-11-20,Active
Viergrenzenweg,Vaals,6291 BX,Vaals,565,45,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/vaals/1323809/viergrenzenweg/,09-11-2022,Per direct,Appartement,1976.0,Nee,2022-11-20,Active
Brouwersgracht,Haag Zuidwal,2512 ER,Den Haag,1281,36,1.0,Gemeubileerd,https://www.huurwoningen.nl/huren/den-haag/1323837/brouwersgracht/,09-11-2022,Per 15-12-2022,Appartement,,Nee,2022-11-20,Active
Neerlandstuinstraat,Klarendal-Zuid,6822 DH,Arnhem,1250,83,4.0,,https://www.huurwoningen.nl/huren/arnhem/1323836/neerlandstuinstraat/,09-11-2022,Per 01-12-2022,Appartement,1975.0,Nee,2022-11-20,Active
Zonnebloemstraat,Hillegersberg Zuid,3051 SR,Rotterdam,1550,86,5.0,Gemeubileerd,https://www.huurwoningen.nl/huren/rotterdam/1323833/zonnebloemstraat/,09-11-2022,Per direct,Appartement,1955.0,Nee,2022-11-20,Active
De Dreef,Opmeer-Noord,1716 KK,Opmeer,2500,75,3.0,,https://www.huurwoningen.nl/huren/opmeer/1323230/de-dreef/,09-11-2022,Per direct,Huis,2005.0,Nee,2022-11-20,Active
Bloemstraat,Binnenstad-Oost,9712 LC,Groningen,940,24,1.0,Gemeubileerd,https://www.huurwoningen.nl/huren/groningen/1323821/bloemstraat/,09-11-2022,Per 01-12-2022,Studio,,Nee,2022-11-20,Active
Sloterkade,Hoofddorppleinbuurt,1059 EB,Amsterdam,2250,106,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1323829/sloterkade/,09-11-2022,Per 01-12-2022,Appartement,1999.0,Nee,2022-11-20,Active
Haydnstraat,de Helster,6661 BT,Elst,1500,113,5.0,Kaal,https://www.huurwoningen.nl/huren/elst/1323731/haydnstraat/,09-11-2022,Per direct,Huis,,Nee,2022-11-20,Active
Henkenshage,Buitenveldert-Oost,1083 BX,Amsterdam,1950,80,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1323828/henkenshage/,09-11-2022,Per 02-01-2023,Appartement,1968.0,Ja,2022-11-20,Active
Rosenburglaan,Rosenburg,4385 JM,Vlissingen,2995,235,5.0,Gestoffeerd,https://www.huurwoningen.nl/huren/vlissingen/1323825/rosenburglaan/,09-11-2022,Per direct,Huis,1994.0,Nee,2022-11-20,Active
Oudedijkse Schiekade,Overschie,3043 LA,Rotterdam,2250,102,4.0,Gemeubileerd,https://www.huurwoningen.nl/huren/rotterdam/1323823/oudedijkse-schiekade/,09-11-2022,Per 02-01-2023,Huis,1991.0,Ja,2022-11-20,Active
Cronjéstraat,Helder Van Galenbuurt,1782 EE,Den Helder,1250,80,4.0,Kaal,https://www.huurwoningen.nl/huren/den-helder/1323818/cronjestraat/,09-11-2022,Per 18-01-2023,Huis,,Ja,2022-11-20,Active
Wylster,Dokkum Fugellan,9101 ZA,Dokkum,425,36,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/dokkum/1323450/wylster/,09-11-2022,Per direct,Huis,,Nee,2022-11-20,Active
Wylster,Dokkum Fugellan,9101 ZA,Dokkum,390,32,1.0,,https://www.huurwoningen.nl/huren/dokkum/1323454/wylster/,09-11-2022,Per direct,Huis,,Nee,2022-11-20,Active
Neuweg,Centrum,1214 GM,Hilversum,1300,60,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/hilversum/1323816/neuweg/,09-11-2022,Per 01-01-2023,Appartement,2017.0,Nee,2022-11-20,Active
Spoorstraat,Winkelcentrum,5911 KJ,Venlo,1000,85,3.0,,https://www.huurwoningen.nl/huren/venlo/1323815/spoorstraat/,09-11-2022,Per direct,Appartement,1963.0,Nee,2022-11-20,Active
Lange Muiderweg,Oostelijke Vechtoever,1382 LA,Weesp,1950,100,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/weesp/1323813/lange-muiderweg/,09-11-2022,Per direct,Huis,1950.0,Ja,2022-11-20,Active
Muggenbergstraat,Leeuwerik West,5045 DJ,Tilburg,550,10,1.0,,https://www.huurwoningen.nl/huren/tilburg/1323812/muggenbergstraat/,09-11-2022,Per direct,Kamer,,Nee,2022-11-20,Active
Willem Beukelszoonstraat,Oostbuurt,3134 LV,Vlaardingen,1100,70,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/vlaardingen/1323810/willem-beukelszoonstraat/,09-11-2022,Per 01-12-2022,Appartement,1900.0,Nee,2022-11-20,Active
